5172000	56526400	0	0	0	0	0	0	23767200	118288400	0	0	0	30272800	0	0	0	13057200	0	0	
56526400	6541600	0	0	0	0	0	0	15559600	0	0	3460000	0	0	0	0	0	0	0	0	
0	0	4487200	0	0	0	0	0	12639200	0	0	0	0	0	48696800	0	0	8178000	0	0	
0	0	0	4144800	0	0	57523600	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	6113600	40226800	0	0	0	0	0	0	0	0	88616400	0	0	0	0	0	
0	0	0	0	40226800	2347200	0	0	11516400	0	0	0	0	0	0	7160800	0	0	0	2689600	
0	0	0	57523600	0	0	6456000	186159200	0	0	197609600	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	186159200	7055200	0	128414800	0	0	0	0	0	0	0	39376400	0	0	
23767200	15559600	12639200	0	0	11516400	0	0	4401600	0	0	0	0	0	13913200	0	3460000	0	5524400	0	
118278400	0	0	0	0	0	0	128414800	0	892000	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	197609600	0	0	0	1320000	0	198989200	0	0	0	0	0	22911200	0	
0	3460000	0	0	0	0	0	0	0	0	0	1919200	0	0	34829600	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	198989200	0	7740000	14084400	159029600	0	52654400	0	0	46889200	
30272800	0	0	0	0	0	0	0	0	0	0	0	14084400	4487200	16481200	0	0	0	2775200	0	
0	0	48696800	0	88616400	0	0	0	13913200	0	0	34829600	159029600	16481200	3203200	0	0	0	0	0	
0	0	0	0	0	7160800	0	0	0	0	0	0	0	0	0	549600	11797600	0	5192000	1234400	
0	0	0	0	0	0	0	0	3460000	0	0	0	52654400	0	0	11797600	2775200	0	0	0	
13057200	0	8178000	0	0	0	0	39376400	0	0	0	0	0	0	0	0	0	4487200	2775200	0	
0	0	0	0	0	0	0	0	5524400	0	22911200	0	0	2775200	0	5192000	0	2775200	1833600	0	
0	0	0	0	0	2689600	0	0	0	0	0	0	46889200	0	0	1234400	0	0	0	3117600	
