0.0444444	0.0137931	0.0679576	0.0407661	0.0619993	0.0716378	0.0221615	0.0153818	0.0285714	0.00677966	0.0295689	0.0679576	0.0366485	0.0285714	0.0469049	0.0635716	0.0533152	0.0347826	0.0581403	0.060891	
0.0137931	0.0444444	0.0528139	0.0545592	0.0757924	0.059025	0.0359546	0.0291749	0.0242424	0.0205728	0.043362	0.0444444	0.0504416	0.0423645	0.060698	0.0773647	0.0671083	0.0485757	0.059025	0.0746841	
0.0679576	0.0528139	0.0444444	0.0644007	0.036147	0.0457855	0.0457961	0.0525758	0.0285714	0.0611779	0.0383887	0.0421053	0.031309	0.0558352	0.0210526	0.0582321	0.0479757	0.0347826	0.0669601	0.0555515	
0.0407661	0.0545592	0.0644007	0.0444444	0.0584425	0.068081	0.0186047	0.0253843	0.0693376	0.0339865	0.0260121	0.0644007	0.0330917	0.0693376	0.0433481	0.0600148	0.0497584	0.043989	0.0545835	0.0573341	
0.0619993	0.0757924	0.036147	0.0584425	0.0444444	0.00963855	0.0398378	0.0466175	0.0444212	0.0552196	0.0324304	0.036147	0.0253507	0.0498769	0.0150943	0.03821	0.0420174	0.0652221	0.0667814	0.0495932	
0.0716378	0.059025	0.0457855	0.068081	0.00963855	0.0444444	0.0494764	0.056256	0.0347826	0.0648582	0.042069	0.0457855	0.0349893	0.0595155	0.0247329	0.0285714	0.051656	0.0748607	0.0571429	0.0444444	
0.0221615	0.0359546	0.0457961	0.0186047	0.0398378	0.0494764	0.0444444	0.00677966	0.0507329	0.0153818	0.00740741	0.0457961	0.0144871	0.0507329	0.0247435	0.0414101	0.0311537	0.0253843	0.0359788	0.0387295	
0.0153818	0.0291749	0.0525758	0.0253843	0.0466175	0.056256	0.00677966	0.0444444	0.0439532	0.00860215	0.0141871	0.0525758	0.0212667	0.0439532	0.0315231	0.0481898	0.0379334	0.0186047	0.0427585	0.0455091	
0.0285714	0.0242424	0.0285714	0.0693376	0.0444212	0.0347826	0.0507329	0.0439532	0.0444444	0.0353511	0.0581403	0.0558352	0.045039	0.0571429	0.0347826	0.063354	0.0444444	0.063354	0.0347826	0.0692814	
0.00677966	0.0205728	0.0611779	0.0339865	0.0552196	0.0648582	0.0153818	0.00860215	0.0353511	0.0444444	0.0227892	0.0611779	0.0298689	0.0353511	0.0401253	0.0567919	0.0465355	0.0272068	0.0513606	0.0541113	
0.0295689	0.043362	0.0383887	0.0260121	0.0324304	0.042069	0.00740741	0.0141871	0.0581403	0.0227892	0.0444444	0.0383887	0.00707965	0.0418623	0.0173361	0.0340027	0.0237463	0.0327917	0.0285714	0.0313221	
0.0679576	0.0444444	0.0421053	0.0644007	0.036147	0.0457855	0.0457961	0.0525758	0.0558352	0.0611779	0.0383887	0.0444444	0.031309	0.0558352	0.0210526	0.0582321	0.0479757	0.0711804	0.0669601	0.0555515	
0.0366485	0.0504416	0.031309	0.0330917	0.0253507	0.0349893	0.0144871	0.0212667	0.045039	0.0298689	0.00707965	0.031309	0.0444444	0.0347826	0.0102564	0.0269231	0.0166667	0.0398714	0.0356511	0.0242424	
0.0285714	0.0423645	0.0558352	0.0693376	0.0498769	0.0595155	0.0507329	0.0439532	0.0571429	0.0353511	0.0418623	0.0558352	0.0347826	0.0444444	0.0347826	0.0617057	0.0514493	0.063354	0.0444444	0.059025	
0.0469049	0.060698	0.0210526	0.0433481	0.0150943	0.0247329	0.0247435	0.0315231	0.0347826	0.0401253	0.0173361	0.0210526	0.0102564	0.0347826	0.0444444	0.0371795	0.0269231	0.0501278	0.0459075	0.0344988	
0.0635716	0.0773647	0.0582321	0.0600148	0.03821	0.0285714	0.0414101	0.0481898	0.063354	0.0567919	0.0340027	0.0582321	0.0269231	0.0617057	0.0371795	0.0444444	0.0102564	0.0667944	0.0285714	0.0444444	
0.0533152	0.0671083	0.0479757	0.0497584	0.0420174	0.051656	0.0311537	0.0379334	0.0444444	0.0465355	0.0237463	0.0479757	0.0166667	0.0514493	0.0269231	0.0102564	0.0444444	0.056538	0.0523177	0.0409091	
0.0347826	0.0485757	0.0347826	0.043989	0.0652221	0.0748607	0.0253843	0.0186047	0.063354	0.0272068	0.0327917	0.0711804	0.0398714	0.063354	0.0501278	0.0667944	0.056538	0.0444444	0.0444444	0.0641138	
0.0581403	0.059025	0.0669601	0.0545835	0.0667814	0.0571429	0.0359788	0.0427585	0.0347826	0.0513606	0.0285714	0.0669601	0.0356511	0.0444444	0.0459075	0.0285714	0.0523177	0.0444444	0.0444444	0.0598935	
0.060891	0.0746841	0.0555515	0.0573341	0.0495932	0.0444444	0.0387295	0.0455091	0.0692814	0.0541113	0.0313221	0.0555515	0.0242424	0.059025	0.0344988	0.0444444	0.0409091	0.0641138	0.0598935	0.0347826	
